,Text,Label
4609,запрос на изменение данных  добрый день просьба изменить подпись абонентов с на с с на с уважением ооо фосагро курск тел факс тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
1269,керчь недоступен канал связи  после отключения электричества в до около канал связи не поднялся перезагрузка оборудования не помогла просьба разобраться для осипова ,2
3331,о настройке   прошу назначить порту коммутатора порт а так же проверить разрешение для на транковом порту коммутатора тип стандартного изменения изменение настроек на портах коммутатора,3
4066,переадресация  прошу проверить у всех ли настроена переадресация на мобильный после гудков если нет то настроитьвезденеев андрей некторов андрей растатурин сергей субиркин денис бессмертный александр гаврилов сергей название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь глова роман сот доб ,3
2627,завести пользователя  нужно создать пользователя на пользователь доступ по на с уважением борис марковначальник отдела технической поддержкии системного администрированияао кб рублев г москва елоховский проезд д стр тел доб факс ,3
6621,выделенный канал главный офис интач благосостоян  необходима консультация и конфигурирование выделенного канала точка точка из благосостония к нам сейчас мы используем канал через интернет теперь должны использовать канал через выделенный канал все правила на чекпоинте связанные с благосостонием должны остаться предварительная адресация каналовна стороне благосостония на стороне интеач ,1
1034,  периодически падают сессии между роутером и оборудованием ,2
2170,новые пользователи  см вложение,3
923,ошибка подключения гарнитуры  коллеги у нас опять статус ошибка подключения гарнитуры у оператора в этот раз работало порядка человек сейчас операторы частично выходили обратно зайти не могут сейчас работает человек статус заявки наивысший с уважением бочкарев евгенийначальник отдела телекоммуникационных технологий доб ,2
6675,производительность на  производительность на нужна ваша консультация хотим нагрузить стек из двух достаточно большим процессом порядка префиксов в связи с этим возник вопрос сколько такой стек потянет префиксов если соседей будет не более шести думаю что этот вопрос можно транслировать в напрямую скопа даниил андреевичруководитель группы  группа сетевого администрирования  отдел телекоммуникаций  управление инфраструктуры и безопасности информационных систем  департамент информационных технологий        ао кредит европа банктел доб ,1
4286,скорректировать распределение по стратегиям прихо  прошу с текущего момента скорректировать перенаправление вызовов по стратегиям переадресующимся в акц с группы при необходимости список уточним заменить текущий критерий переадресации отсутствие в свободных с на новый при менее х свободных с переадресовывать в акц все остальные настройки сохраняем прежними заранее благодарю с уважением георгий чудаевруководитель единого контакт центраао согаз тел внутр факс единый контакт центр ,3
5424,актуализировать правила  необходимо актуализировать правила на на сервер так же необходимо закрыть общий доступ из интернет задачу начал делать дмитрий лопаткин,5
3430,добавить  добрый день коллеги прошу добавить в спасибо ,3
4520,изменение атрибутов учетной записи телефона  прошу изменить телефона с липчанская елена сергеевнана павлова елена сергеевна,3
6190,отключение защиты на свиче  добрый день необходимо на свиче с адресом отключить защиту мне необходимо подключать к портам не авторизированные устройства выставил на портах свитча но почему это это не сработало ,5
7557,информационный запрос  добрый день возникла задача прошить точку доступа до версии позволяющей ей работать в режиме пробовал залить прошивку к положительному результату не пришел пробовал по двум схемам пк точка доступа пк коммутатор точка доступа адреса в одной подсети все друг друга пингуют для прошивки использовал обычный сервер и две разные команды        итог один и тот же см скриншот загрузка мгновенно встает на и начинает моргать длительное время порядка часа после чего пишет ошибку см скриншот судя по всем мануалам такая прошивка реальна и у других все прошивается без особых проблем прошу помочь в решении данного вопроса ,1
3420,зарегистрировать номер в  здравствуйте прошу прописать новый телефон   тип стандартного изменения изменение настроек присвоения имен за номером телефоном,3
498,проблема при исходящем звонке  добрый день номер телефона при звонке на внутренние и внешние номера отсутствуют гудки при соединении с уважением анисимов артемстарший специалистслужбы клиентской поддержкиакб инвестторгбанк оао раб вн моб ,2
5315,заявка на добавления контактного лица  добрый день прошу добавить в список контактных лиц со стороны банка маркова бориса александровича полномочия полные прошу завести ему логин в веб кабинете также прошу принимать заявки по звонку от сотрудника до севастополь фесак артема в части настройки и диагностики банкоматов а также диагностики аварийных ситуаций в до севастополя симфирополя ялты ,5
6800,необходима помощь  добрый день у нас используется схд сх в настройках уведомлений по электронной почте вкладка параметры  уведомления  электронная почта поле вызов сервисного центра прописан адрес скрин ниже в связи с этим схд периодически пересылает обширную информацию о себе по открытым каналам в связи с требованиями по информационной безопасности данную рассылку необходимо отключить прошу описать процедуру отключения данной рассылки срочность средняя с уважением арушанов сержик главный специалистслужбы информационных инфраструктурных системфилиала ао со еэс астраханское рдутел ,1
6357,нужна пока что консультация коллеги добрый день скажите как работает архивная почта или что нужно что бы она заработала объясняю ситуацию почтовый ящик жалуется на недостаток места точнее предупреждает что место заканчивается письма удалять не хотят якобы нужны может есть возможность перенести данный архив в другое место но что б они имели доступ к нему ,1
4361,новый сотрудник телемаркетинга дудкевич артем генн  создать добавочный номер и прикрепить к телефону ,3
2209,установить на розетку  просьба на розетки а установить влан для тестирования с уважением колчин романдежурный инженер ооо стэп лоджик в ммц сахаровотел доб тел ,3
4714,маршрутизация звонков добрый день нужно сделать следующие для номеров представленных ниже номерзанято не отвечает                  ,5
1858,добавить  добрый день коллеги прошу добавить в спасибо ,3
3922,изменить адресата для голосовых сообщений   контактная информацияназвание организации ао дон строй инвестзаявитель савилов александр иванович тел контактное лицо конечный пользователь намашко ирина анатольевна тел вн информация по заявке прошу изменить адресата для голосовых сообщений сообщения на номер должны приходить только на отдела продаж   дси менеджеры и секретари для приоритет высокий отдел продаж с уважением савилов александр ивановичинженер программист дитвн тел доп сот тел ,5
4402,новый сотрудник  контактное лицо конечный пользователь намашко ирина анатольевна руководитель группы информация по заявке прошу присвоить внутренний номер телефона новому сотруднику руководитель группы продаж отдела продаж управления продаж бн продажи попова анна евгеньевна приоритет средний ,3
985,очень срочно не работает междугородние звонки  не работает междугородние звонки и звонки на сотовые телефоны через при наборе номера тишина проблема начались с ,2
6237,  коллеги просим на свитчах филиалов арабкир и прайм из за алармов сделать системы спасибо ,5
2213,пробросить порты с двух в третий  кириллу жуковутип стандартного изменения добавление удаление а,3
1612,неисправность коммутатора  добрый день после обновления прошивки коммутатор перестал загружаться ,2
2958,перевод в и  контактное лицо конечный пользователь щерба н в тел доб информация по заявке здравствуйте прошу перевести компьютеры в и подсеть согласно таблице ниже                   пожалуйста после настройки сохраните конфигурацию на сетевом оборудовании приоритет средний,3
3538,диме лопаткину  увеличить трэшхолд по кол ву подключенных устройств в один порт до тип стандартного изменения изменение настроек на портах коммутатора,3
6836,  там проблема в сочи в медиа центре по всей видимости имеет место быть до сих пор подключитесь пожалуйста тимофей красноштан по состоянию на продолжаем тестирование вместе со специалистами степ лоджик портов в медиацентре стола с утра там наблюдается проблема с временными пропаданиями сетевого соединения не проходит до и до шлюза адрес при этом устройства получают из нужной сети консультация со степ лоджик тестировали на разных устройствах проблема временами появляется последний раз ориентирочно с до наблюдалась устойчивая работа пинги ходили затем опять пинги прекратились причем на одном из неуправляемых коммутаторов с устройства подключенного к другому коммутатору проблем не наблюдалось на столе установлены два неуправляемых коммутаторов портов й серии в течение дня проблема с пропаданием пингов проявлялась на обоих коммутаторах можно сказать что от нагрузки на свичи это не зависило проблема наблюдалась и при одном подключенном устройстве в была замечена ситуация когда с устройств х подключенных к одному свичу на обоих свичах на одном устройстве было пропадание пинга пинг не шел а на другом все было ок настройки устройства на котором пинг есть настройки устройства на котором пинг отсутствует проблема касается любых ноутбуков не только фифа на настоящий момент проблема еще не локализована продолжается сбор информации и мониторинг ,1
2899,обзвон клиентов по субботе  просьба на время обзвона клиентов по субботе расширить права сотрудникам телемаркетинга как у секретарей чтобы они могли менять отвественного на себя алексеева кристина власова т с артемова макарова миргород петренко дудкевич контактное лицо конечный пользователь крамич елена николаевна руководитель группы ,3
4569,   необходимо добавить на все сетевые устройства так же необходимо добавить ограничение до тип стандартного изменения операции над списками доступа ,3
4074,порт   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь савилов александр иванович информация по заявке прошу перевести порт в центральная очередь этаж порт приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
7117,ошибка на хостах  при наборе команды на всех хостах выдает ошибку ,1
1901,назначение имени телефона  здравствуйте присвойте пожалуйста телефону с номером номер имя прежде этот номер использовал степень воздействия большая т к заявка срочная заранее спасибо ,3
6750,проверка корректности процессов бэкапирования сист   произвести проверку корректности выполнения процессов бэкапирования серверов комплекса контакт центра мск проверить наличие бэкапных файлов необходимых для восстановления системы контакт центра на мск ,1
5223,предоставить доступ к почтовому ящику е полосиной коллеги в связи с переходом дмитрия авилова на должность екатерины полосиной и ее уходом в декретный отпуск прошу предоставить доступ д авилову к ее почтовому ящику на период до июня года ,5
2587,снятие переадресации  добрый день прошу снять переадресацию с номера на мобильный номер ,3
4405,увеличить паузу перед переадресацией  проверь номер внутренний это наши сники у них сильно быстро переадресация проходит контактное лицо конечный пользователь лака алексей александровичзаместитель руководителя департаментадепартамент информационных технологий приоритет средний ,3
1303,бриз неисправность оборудования   нет доступа по файрвол ,2
122,в филиале альянса в г рязань отсутствует связь с го  добрый день в филиале альянса в г рязань отсутствует связь с го подробности во вложении приоритет высокий ,2
2721,порт   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь пчелинцев с а тел доб информация по заявке прошу перенести в приоритет среднийс уважением пчелинцев сергей тел доб моб тип стандартного изменения изменение настроек на портах коммутатора,3
752,проблемы с видео конференциями  некоторое время назад начались проблемы с видео конференциями связь сильно ухудшилась начались задержки и зависания просьба проверить проблема в или нет с уважением осипов иванотдел информационной безопасностиооо стэп лоджик тел доб ,2
5057,модернизация калининграде замена на  провести модернизацию офиса в калининград с на необходимо заранее известить валерия гарейшина какие офисы будут переключать ,5
1817,перевести порт в  просьба перевести порт на циске а в тип стандартного изменения изменение настроек на портах коммутатора,3
1191,сбой в работе сети ао метахим фосагро  сбой в работе сети ао метахим фосагро авария на ядре,2
7246,тсутствует разъем  добрый день вас беспокоит специалист по тех обеспечению компании ооо квант опс мы приобрели у вас несколько серверов и вместе с пак соболь под проект безопасный город иркутсквопрос каким образом нам осуществить подключение разъема от пак к материнской плате на материнской плате отсутствует разъем вопрос каким образом нам вообще подключить пак соболь к он не помещается с уважением дмитрий шенгоф ,1
4208,перевод звонков на прямую меннеджерам с   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь намашко ирина анатольевна руководитель отдела продажао дон строй инвесттел вн информация по заявке в начале каждого месяца проходят совещание секретарей в связи с этим прошу вас в понедельник сентября настроить звонки таким образом чтобы они попадали на менеджеров оп напрямую минуя секретарей оп это необходимо установить на период с до после звонки должны приходить по старой схеме приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
5200,внесение изменения в конфигурацию оборудования   статические для основных узлов сети задействовать системы или задействовать коммутаторов или отключить на сетевых устройствах поддержку неиспользуемых служебных протоколов обеспечить фильтрацию сетевого трафика задействовать функции и на коммутаторах отключить использование протокола   глобально и команду   для интерфейса некоторую информацию можно посмотреть функции по защите протокола по ссылкам можно прочесть официальные описания от производителя по обоим механизмам на англ ,5
2917,новый сотрудник  контактное лицо конечный пользователь намашко ирина анатольевна руководитель группы информация по заявке прошу присвоить внутренний номер телефона новому сотруднику руководитель группы продаж отдела продаж управления продаж бн продажи попова анна евгеньевна приоритет средний ,3
667,проблема с картой на  не работает карта на карточку пробовал дергать удаленно так же был организован выезд в рамках которого карту дернули физически с двух сторон но она не поднялась лог загрузки после того как дернули карту                                                                     ,2
3473,программирование номеров  добрый день прошу запрограммировать номера и выход в город должен осуществляться у обоих номеров через городской входящий звонок на должен попадать на оба номера и одновременно кто раньше ответит спасибо тип стандартного изменения изменение настроек подхвата звонков ,5
2211,изменить конфигурацию роутера  на следующем интерфейсе изменить и добавить ,3
1621,клиент филип моррис у клиента аутплант клиент  клиент филип моррис у клиента аутплант клиент говорит что сейчас сломалась схема телефонии звонки попадают не на аутплант а на общий колл центр,2
5544,восстановление номера  телефон продолжительное время был выключен и после включение получил левый номер прошу вернуть телефону номер с выходом в город межгород,5
6858,настройка личного каталога  просьба предоставить инструкцию по настройке и использованию личного каталога на телефонах при выборе личного каталога выходит окно с просьбой ввести идентификатор пользователя и кодчто нужно указывать в качестве идентификатора пользователя и где можно задать код ,1
3813,предоставить рекомендованный вами  просьба предоставить рекомендованный вами в кейсе контактная информация название организации оао вымпелком сервисный договор дс от июня гконтактное лицо логинов с а тел тип стандартного изменения обновление по на коммутаторе маршрутизаторе,3
2408,настройка ов на здании хоренаци  компьютеры из а не видят серверов из а спасибо ,3
5558,добавить в ещё один канал  требуется добавить в ещё один канал ,5
404,проблема при автоматическом переводе звонка на круг  сервера и компьютеры перезагрузили ничего не изменилось мобильный дмитрия,2
2546,перенаправление трафика  добрый день прошу с текущего момента произвести перенаправление вызовов по стратегии пункт или та таймаут избыток если нет свободных в перенаправляем через очередь на номер меняется только номер на который перенаправляются вызовы подскажите пожалуйста возможно ли по одной стратегии сделать распределение звонков на два номера и с распределением на или на с уважением антоненко александрруководитель направления планирования и отчетности единого контакт центра ао согаз телефон тел факс ,3
6458,решение для авайя атс  добрый день прошу подсказать техническое решение возможность подключаться к оператора и подсказывать ему в одно ухо чтобы не слышал должник тз руководитель тренер слышит в своей гарнитуре и оператора и должника и может подсказывать оператору что говорить в режиме онлайн если такое решение возможно то необходимо уточнить его стоимость ,1
2804,супервизор   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь алексей овчинников менеджер по реализации недвижимостиуправление продаж ао дон строй инвест г москва ул золоторожский вал д стр тел моб информация по заявке я с пытался запустить агент ничего не получалось не грузило потом только с попытки загрузилось в но меня не видно в супервизоре вынужден перезагрузиться почему я включен в агенте но меня не видно в супервизоре приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
432, не передаётся информация по звонку в зум  добрый день подсистемы приоритет критическийс не передаётся информация по звонку в зум просьба срочно устранить и прокомментировать причину с уважением георгий чудаевруководитель единого контакт центраоао согаз тел внутр факс единый контакт центр ,2
4209,сброс пароля  невозможно обновить пароль просьба установить пользователю новый пароль ,5
4344,скорректировать стратегии с в акц  прошу с скорректировать перенаправление вызовов по стратегиям переадресующимся в акц с группы заменить текущий критерий переадресации при менее х свободных с переадресовывать в акц на новый при менее х свободных с переадресовывать в акц при этом скилл использовать в распределении вызовов по данным стратегиям а скилл не использовать все остальные настройки сохраняем прежними заранее благодарю с уважением георгий чудаевруководитель единого контакт центраао согаз тел внутр факс единый контакт центр ,3
7220,заявка на сопровождение   продукт ядро адрес расположения оборудования г волгоград проспект ленина наименование организации фнпц титан барикады имя и телефон вашего представителя вячеслав мачула детальное описание претензии после установки на требуемого обновления сильно повысилась нагрузка на систему  до мб с версия прошивки по графикам видно что с момента установки обновления октября все недели на отданные с находящиеся в одном гибридном пуле дедуплицированном постоянно находится на уровне мбайт с каждый по мб с чтеная и записи из за этого достаточно часто начинает перегружаться линк идущий от на до обновления при типовом профиле использования нагрузка на бэкенд была в пределах мбайт с на остальные диски и находящиеся в данном пуле  нагрузка так же резко увеличилась для мб с до полки в мб с нагрузка на бэкенд сейчас постоянная очень высокая уже недели что позволяет исключить вероятность постобработок при обновлении версии до для обычных пулов не дедуплицированных нагрузка на не изменилась срочность заявки низкая ,1
1705,заяка для евгения галкина потерялась почта инфа выслана по почте,3
4008,редактирование скрипта в режиме закрыт  прошу добавить аудио запись из вложения вместо паузы длинной в секунды в архиве есть различные варианты х записей ,3
772,проблемы с по бз с т системс  добрый день коллеги большая просьба срочно открыть заявку и направить технического специалиста для полной замены или переконфигурации наш договор соглашение об уровне сервисного обслуживания от апреля г бланк заказа адрес рф г москва ул гашека дом этаж контактное лицо на месте т е прошу направить технич специалиста по адресу с заменой циски а также с ноутбуком для настройки циски начальный конфиг для циски пришлю в скором времени заранее благодарю за оперативную помощь с уважениемдианова наталья,2
2702, заблокировать номер   с уважением пчелинцев сергей тел доб моб пчелинцев сергей анатольевич заблокировать номер контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь лака алексейзаместитель руководителя дитао дон строй инвест моб доб информация по заявке заблокировать приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
4825,требуется замена блока питания вышел из строя блок питания ,5
6788,инструкция по эксплуатации и обновление для  в продолжении вчерашнего обращения составил список оборудования по которому хотелось бы получить консультацию всё оборудование физически эксплуатируется по адресу г воронеж ул дорожная а вот и сам списокдва сервера и срочность средняя контакты карлов антонинженер отдела ит воронежтел доб факс моб ,1
820,авария на  после выполнения ночных работ сз замена карт на г ростов на дону ул мечникова возникли проблемы на и на вложил тк контакт от филиала кравченко николай ,2
6210,настройка нового телефонного стыка с оператором св  настройки во вложении,5
4357,переадресация  добрый день прошу установить переадресацию с номера на мобильный через звонка спасибо,3
2662,новый сотрудник   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь пчелинцев с а тел доб информация по заявке прошу зарегистрировать телефон с присвоить ему внутренний номер на нового сотрудника рыбальская алла александровнаорганизация дон строй инвестс уважением пчелинцев сергей тел доб моб ,3
2542,в группу отдельного номера телефона телемаркетинга   контактная информация название организации донстройзаявитель пчелинцев с а тел доб контактное лицо конечный пользователь крамич елена николаевнаруководитель группы телефонных продажзао дон строй инвест моб раб информация по заявке добавьте ее в группу отдельного номера телефона телемаркетинга чтобы поступали входящие звонки от клиентов на этот номер внутренний приоритет среднийс уважением пчелинцев сергей тел доб моб ,3
287,ргс ошибки на сервере  наблюдаются проблемы с заходом на сервер как через клиента так и по при заходе по при выполнении команд периодически выдается следующая ошибка ,2
3071,прописать на коммутаторах малая пироговск  коллеги вчера были установлены коммутатора с адресами и необходимо прокинуть до них они скоммутированы в коммутатор порты и ,3
1166,  не получается установить соединение из нашей гостевой сети с благосостоянием из нашей сети этот адрес не пингуется хотя если включить внешний интернет доступ есть и работает ,2
7165,предоставление доступов к и скорекард   возможно ли при экспорте экспертиз в выгружаемые поля добавить что сохранить что улучшить и внутренний комментарий можно ли строки полей группа вопрос выгружать в основные поля для построения сводных таблиц возможно программа скорекард имеет большй функционал возможности или обновления о которых мы не знаем если вам есть что нам рассказать о новых возможностях программы мы могли бы организовать встречу с уважением рубцова маринаруководитель направления мониторингаи оценки качества обслуживанияединого контакт центра ао согаз телефон тел факс ,1
59,телефония коллеги произошел какой та сбой с ссмзвонки приходящие на внешний номер уходят на группу звонков далее звонки должны поступать на номера и дрно звонок не доходит на после голосового приветствия просьба разобраться почему так случилось ,2
3009, телефония переименование пользователя  просьба поменять фамилию пользователя на на номере телефонии ,3
3216,софт для  прошу скачать со всеми тип стандартного изменения обновление по на коммутаторе маршрутизаторе,3
2948,телефония  короткий номер бармен символ бунят если можно или чтоб по порядкугурова надежда визинок роман власова татьяна а долгов дмитрий канев павел калашникова полина кукарин александр лиханова татьяна морогина виктория михайлова ксения никитин евгений полупаненко денис самойлова юлия синиченкова елена сухачев святослав канева алена овчинников алексей михайличенко евгения ирина орехова диляра близнюк кристина курашова настя малькова ригина бухминова татьяна алексеева лариса андрощук веникова мария ,3
